序号,热搜词条,首次出现日期,最后出现日期,出现自然日数,日期页最高观察次数,首次日期页展示序,事件阶段,内容类型,筛选依据,复原状态,来源等级,日榜来源,词条详情,官方核验来源,备注
161,内马尔从巴西国家队退役,2026-07-06,2026-07-06,1,111,6,16强阶段,球星/球队舆情,球队+足球语境：巴西/国家队,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-06,https://www.weibotop.cn/topic/WndAPw,,根据历史榜单复原
162,内马尔哭了,2026-07-06,2026-07-06,1,66,5,16强阶段,球星/球队舆情,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-06,https://www.weibotop.cn/topic/Wn916w,,根据历史榜单复原
163,英格兰红牌,2026-07-06,2026-07-06,1,29,21,16强阶段,裁判/规则,球队+足球语境：英格兰/红牌,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-06,https://www.weibotop.cn/topic/WndAXQ,,根据历史榜单复原
164,比利时官方嘲讽美国,2026-07-07,2026-07-07,1,95,9,16强阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-07,https://www.weibotop.cn/topic/WndCBw,,根据历史榜单复原
165,还我佛得角,2026-07-07,2026-07-07,1,94,7,16强阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-07,https://www.weibotop.cn/topic/WndCuw,,根据历史榜单复原
166,美国vs比利时,2026-07-07,2026-07-07,1,34,12,16强阶段,赛况/结果,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-07,https://www.weibotop.cn/topic/WndC3g,,根据历史榜单复原
167,葡萄牙vs西班牙,2026-07-07,2026-07-07,1,73,3,16强阶段,赛况/结果,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-07,https://www.weibotop.cn/topic/WnL2LA,,根据历史榜单复原
168,C罗称葡萄牙在我之前没有任何冠军,2026-07-07,2026-07-07,1,80,17,16强阶段,赛况/结果,人物词：C罗,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-07,https://www.weibotop.cn/topic/WndCyg,,根据历史榜单复原
169,C罗最后一舞遗憾落幕,2026-07-07,2026-07-07,1,63,2,16强阶段,球星/球队舆情,人物词：C罗,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-07,https://www.weibotop.cn/topic/WndCuA,,根据历史榜单复原
170,阿根廷 脏,2026-07-08,2026-07-20,2,237,3,16强阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-08,https://www.weibotop.cn/topic/WndDKA,,根据历史榜单复原
171,阿根廷3比2埃及,2026-07-08,2026-07-08,1,87,15,16强阶段,赛况/结果,比分+球队：阿根廷,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-08,https://www.weibotop.cn/topic/WndDXw,,根据历史榜单复原
172,阿根廷点球被扑,2026-07-08,2026-07-08,1,81,18,16强阶段,赛况/结果,球队+足球语境：阿根廷/点球,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-08,https://www.weibotop.cn/topic/WndDPA,,根据历史榜单复原
173,阿根廷vs埃及,2026-07-08,2026-07-08,1,110,2,16强阶段,赛况/结果,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-08,https://www.weibotop.cn/topic/WndDAg,,根据历史榜单复原
174,埃及队抗议,2026-07-08,2026-07-08,1,43,17,16强阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-08,https://www.weibotop.cn/topic/WndDTg,,根据历史榜单复原
175,埃及足协正式申诉 要求调查主裁判,2026-07-08,2026-07-08,1,68,5,16强阶段,裁判/规则,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-08,https://www.weibotop.cn/topic/Wne8hw,,根据历史榜单复原
176,法国球员回应全阿根廷裁判组执法,2026-07-08,2026-07-08,1,42,14,16强阶段,裁判/规则,球队+足球语境：阿根廷/球员,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-08,https://www.weibotop.cn/topic/Wne8Pw,,根据历史榜单复原
177,莫德里奇点赞达利奇,2026-07-08,2026-07-08,1,61,13,16强阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-08,https://www.weibotop.cn/topic/Wne8Iw,,根据历史榜单复原
178,挪威队多人生病,2026-07-08,2026-07-08,1,68,10,16强阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-08,https://www.weibotop.cn/topic/Wne8xA,,根据历史榜单复原
179,世界杯8强全部产生,2026-07-08,2026-07-08,1,59,21,16强阶段,赛事衍生/社会话题,直接词：世界杯,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-08,https://www.weibotop.cn/topic/WndDcA,,根据历史榜单复原
180,世界杯冠军直接颁给门将吧,2026-07-08,2026-07-08,1,116,20,16强阶段,赛况/结果,直接词：世界杯,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-08,https://www.weibotop.cn/topic/WndDNQ,,根据历史榜单复原
181,苏醒回应阿根廷队黑赢,2026-07-08,2026-07-08,1,78,16,16强阶段,球星/球队舆情,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-08,https://www.weibotop.cn/topic/WndDeg,,根据历史榜单复原
182,阿根廷 裁判,2026-07-09,2026-07-09,1,56,6,8强阶段,裁判/规则,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-09,https://www.weibotop.cn/topic/Wne-mw,,根据历史榜单复原
183,FBI调查阿根廷足协在美资金运作,2026-07-09,2026-07-09,1,47,21,8强阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-09,https://www.weibotop.cn/topic/Wne9Jg,,根据历史榜单复原
184,FIFA认定阿根廷进球判罚正确,2026-07-09,2026-07-09,1,56,10,8强阶段,裁判/规则,直接词：FIFA,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-09,https://www.weibotop.cn/topic/Wne-5w,,根据历史榜单复原
185,法国2比0摩洛哥,2026-07-10,2026-07-10,1,61,6,8强阶段,赛况/结果,比分+球队：法国,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-10,https://www.weibotop.cn/topic/Wn9t5A,,根据历史榜单复原
186,法国vs摩洛哥,2026-07-10,2026-07-10,1,65,5,8强阶段,赛况/结果,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-10,https://www.weibotop.cn/topic/Wn93zg,,根据历史榜单复原
187,哈兰德吐槽姆巴佩点球被叫停,2026-07-10,2026-07-10,1,56,13,8强阶段,赛况/结果,人物词：姆巴佩,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-10,https://www.weibotop.cn/topic/Wne_2A,,根据历史榜单复原
188,姆巴佩受伤,2026-07-10,2026-07-10,1,76,4,8强阶段,球星/球队舆情,人物词：姆巴佩,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-10,https://www.weibotop.cn/topic/WnJpHg,,根据历史榜单复原
189,退钱哥被甲亢哥轰出包厢,2026-07-10,2026-07-10,1,37,21,8强阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-10,https://www.weibotop.cn/topic/Wne_Hw,,根据历史榜单复原
190,西班牙VS比利时,2026-07-11,2026-07-11,1,106,13,8强阶段,赛况/结果,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-11,https://www.weibotop.cn/topic/Wne4Mg,,根据历史榜单复原
191,阿根廷3比1瑞士,2026-07-12,2026-07-12,1,47,4,8强阶段,赛况/结果,比分+球队：阿根廷,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-12,https://www.weibotop.cn/topic/Wne6Lw,,根据历史榜单复原
192,阿根廷vs瑞士,2026-07-12,2026-07-12,1,76,2,8强阶段,赛况/结果,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-12,https://www.weibotop.cn/topic/Wne5zQ,,根据历史榜单复原
193,樊振东将解说世界杯决赛,2026-07-12,2026-07-13,2,117,7,8强阶段,赛况/结果,直接词：世界杯,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-12,https://www.weibotop.cn/topic/Wne7DA,,根据历史榜单复原
194,哈兰德说我现在已经彻底累垮了,2026-07-12,2026-07-12,1,69,19,8强阶段,球星/球队舆情,人物词：哈兰德,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-12,https://www.weibotop.cn/topic/Wne7mg,,根据历史榜单复原
195,哈兰德推人 进球无效,2026-07-12,2026-07-12,1,60,12,8强阶段,裁判/规则,人物词：哈兰德,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-12,https://www.weibotop.cn/topic/Wne61w,,根据历史榜单复原
196,挪威vs英格兰,2026-07-12,2026-07-12,1,86,3,8强阶段,赛况/结果,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-12,https://www.weibotop.cn/topic/Wne_0g,,根据历史榜单复原
197,瑞士 脏,2026-07-12,2026-07-12,1,66,10,8强阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-12,https://www.weibotop.cn/topic/Wne6Fg,,根据历史榜单复原
198,世界排名前4球队均晋级世界杯4强,2026-07-12,2026-07-12,1,71,15,8强阶段,赛况/结果,直接词：世界杯,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-12,https://www.weibotop.cn/topic/Wne6Qw,,根据历史榜单复原
199,英格兰派出了贝林哄哈兰德,2026-07-12,2026-07-12,1,83,9,8强阶段,球星/球队舆情,人物词：哈兰德,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-12,https://www.weibotop.cn/topic/Wne7tg,,根据历史榜单复原
200,阿根廷申请半决赛穿客场队服,2026-07-13,2026-07-13,1,68,7,半决赛阶段,赛况/结果,球队+足球语境：阿根廷/半决赛,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-13,https://www.weibotop.cn/topic/Wne0zw,,根据历史榜单复原
201,范志毅批哈兰德表现糟糕,2026-07-13,2026-07-13,1,122,21,半决赛阶段,球星/球队舆情,人物词：哈兰德,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-13,https://www.weibotop.cn/topic/Wne7WA,,根据历史榜单复原
202,阿根廷队想给广西捐赠物资,2026-07-14,2026-07-14,1,63,13,半决赛阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-14,https://www.weibotop.cn/topic/Wne1Kg,,根据历史榜单复原
203,阿根廷主帅回击请愿逐出阿根廷,2026-07-14,2026-07-14,1,66,17,半决赛阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-14,https://www.weibotop.cn/topic/Wne2rg,,根据历史榜单复原
204,超250万人请愿将阿根廷逐出世界杯,2026-07-14,2026-07-14,1,67,2,半决赛阶段,赛事衍生/社会话题,直接词：世界杯,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-14,https://www.weibotop.cn/topic/Wne1dw,,根据历史榜单复原
205,哈兰德抱着浣熊回挪威,2026-07-14,2026-07-14,1,54,3,半决赛阶段,球星/球队舆情,人物词：哈兰德,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-14,https://www.weibotop.cn/topic/Wne1TQ,,根据历史榜单复原
206,请愿逐出阿根廷人数已超500万,2026-07-14,2026-07-14,1,78,4,半决赛阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-14,https://www.weibotop.cn/topic/Wne2_w,,根据历史榜单复原
207,奥利塞 逃牌,2026-07-15,2026-07-15,1,44,21,半决赛阶段,裁判/规则,人物词：奥利塞,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-15,https://www.weibotop.cn/topic/Wne3wA,,根据历史榜单复原
208,法国 梦游,2026-07-15,2026-07-15,1,41,16,半决赛阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-15,https://www.weibotop.cn/topic/Wne3_A,,根据历史榜单复原
209,法国0比2西班牙,2026-07-15,2026-07-15,1,71,4,半决赛阶段,赛况/结果,比分+球队：法国,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-15,https://www.weibotop.cn/topic/Wne3-Q,,根据历史榜单复原
210,法国vs西班牙,2026-07-15,2026-07-15,1,104,5,半决赛阶段,赛况/结果,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-15,https://www.weibotop.cn/topic/Wne3yw,,根据历史榜单复原
211,佛得角的含金量还在上升,2026-07-15,2026-07-15,1,71,17,半决赛阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-15,https://www.weibotop.cn/topic/Wne3-g,,根据历史榜单复原
212,克罗地亚长文致函FIFA,2026-07-15,2026-07-15,1,31,20,半决赛阶段,裁判/规则,直接词：FIFA,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-15,https://www.weibotop.cn/topic/WnewJQ,,根据历史榜单复原
213,西班牙队夺冠奖金曝光,2026-07-15,2026-07-15,1,53,13,半决赛阶段,商业/传播,球队+足球语境：西班牙/夺冠,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-15,https://www.weibotop.cn/topic/Wne3cQ,,根据历史榜单复原
214,西班牙进球前一分钟的宇宙级传控,2026-07-15,2026-07-15,1,71,11,半决赛阶段,赛况/结果,球队+足球语境：西班牙/进球,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-15,https://www.weibotop.cn/topic/Wnewjg,,根据历史榜单复原
215,西班牙首相就法国队没法国人道歉,2026-07-15,2026-07-15,1,63,15,半决赛阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-15,https://www.weibotop.cn/topic/Wnew5g,,根据历史榜单复原
216,阿根廷的最后十分钟怎么了,2026-07-16,2026-07-16,1,56,16,半决赛阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-16,https://www.weibotop.cn/topic/Wney9g,,根据历史榜单复原
217,阿根廷或遭罚,2026-07-16,2026-07-16,1,92,6,半决赛阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-16,https://www.weibotop.cn/topic/WnexzQ,,根据历史榜单复原
218,阿根廷绝杀英格兰,2026-07-16,2026-07-16,1,88,2,半决赛阶段,赛况/结果,球队+足球语境：阿根廷/绝杀,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-16,https://www.weibotop.cn/topic/Wnexig,,根据历史榜单复原
219,阿根廷球员偷看英格兰战术小抄,2026-07-16,2026-07-16,1,73,9,半决赛阶段,球星/球队舆情,球队+足球语境：阿根廷/球员,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-16,https://www.weibotop.cn/topic/WnexNg,,根据历史榜单复原
220,贝林厄姆 赛后打人,2026-07-16,2026-07-16,1,94,5,半决赛阶段,赛事衍生/社会话题,人物词：贝林厄姆,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-16,https://www.weibotop.cn/topic/Wnextg,,根据历史榜单复原
221,法国队对季军赛毫无动力,2026-07-16,2026-07-17,2,113,10,半决赛阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-16,https://www.weibotop.cn/topic/WneyMA,,根据历史榜单复原
222,曝C罗考虑参加2030年世界杯,2026-07-16,2026-07-16,1,93,12,半决赛阶段,球星/球队舆情,直接词：世界杯,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-16,https://www.weibotop.cn/topic/WnewZQ,,根据历史榜单复原
223,英阿大战 自由搏击,2026-07-16,2026-07-16,1,76,4,半决赛阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-16,https://www.weibotop.cn/topic/WnexmQ,,根据历史榜单复原
224,英格兰 放弃进攻,2026-07-16,2026-07-16,1,45,13,半决赛阶段,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-16,https://www.weibotop.cn/topic/WnexjA,,根据历史榜单复原
225,英格兰球迷怒喷主教练,2026-07-16,2026-07-16,1,53,14,半决赛阶段,球星/球队舆情,球队+足球语境：英格兰/球迷,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-16,https://www.weibotop.cn/topic/Wnexvw,,根据历史榜单复原
226,C罗原计划世界杯后完婚,2026-07-16,2026-07-16,1,57,18,半决赛阶段,球星/球队舆情,直接词：世界杯,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-16,https://www.weibotop.cn/topic/WneymQ,,根据历史榜单复原
227,阿根廷队未能按计划前往决赛城市,2026-07-17,2026-07-17,1,61,11,决赛周,赛况/结果,球队+足球语境：阿根廷/决赛,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-17,https://www.weibotop.cn/topic/WnezuA,,根据历史榜单复原
228,法国替补出战季军战,2026-07-17,2026-07-17,1,60,13,决赛周,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-17,https://www.weibotop.cn/topic/WnezSA,,根据历史榜单复原
229,FIFA回应是否处罚阿根廷,2026-07-17,2026-07-17,1,45,10,决赛周,裁判/规则,直接词：FIFA,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-17,https://www.weibotop.cn/topic/WneznQ,,根据历史榜单复原
230,阿根廷主帅不满赛事方时间安排,2026-07-18,2026-07-18,1,35,18,决赛周,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-18,https://www.weibotop.cn/topic/Wneung,,根据历史榜单复原
231,世界杯决赛中场休息17分钟,2026-07-18,2026-07-18,1,62,6,决赛周,赛况/结果,直接词：世界杯,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-18,https://www.weibotop.cn/topic/WnethA,,根据历史榜单复原
232,法国 不想踢,2026-07-19,2026-07-19,1,54,19,决赛周,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-19,https://www.weibotop.cn/topic/Wneuzg,,根据历史榜单复原
233,法国4比6英格兰,2026-07-19,2026-07-19,1,92,4,决赛周,赛况/结果,比分+球队：法国,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-19,https://www.weibotop.cn/topic/Wneu7g,,根据历史榜单复原
234,法国门将身价堪比一杯蜜雪冰城,2026-07-19,2026-07-19,1,93,7,决赛周,球星/球队舆情,球队+足球语境：法国/门将,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-19,https://www.weibotop.cn/topic/Wneu_Q,,根据历史榜单复原
235,法国英格兰 诚信互刷,2026-07-19,2026-07-19,1,58,20,决赛周,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-19,https://www.weibotop.cn/topic/Wneu_g,,根据历史榜单复原
236,法国vs英格兰,2026-07-19,2026-07-19,1,78,3,决赛周,赛况/结果,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-19,https://www.weibotop.cn/topic/WneuzQ,,根据历史榜单复原
237,姆巴佩历史第一,2026-07-19,2026-07-19,1,83,13,决赛周,球星/球队舆情,人物词：姆巴佩,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-19,https://www.weibotop.cn/topic/WneuEg,,根据历史榜单复原
238,阿根廷队无法接受输掉决赛的事实,2026-07-20,2026-07-20,1,94,7,决赛周,赛况/结果,球队+足球语境：阿根廷/决赛,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-20,https://www.weibotop.cn/topic/WneoXg,,根据历史榜单复原
239,恩佐,2026-07-20,2026-07-20,1,4,17,决赛周,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-20,https://www.weibotop.cn/topic/WnMdEQ,,根据历史榜单复原
240,恩佐两黄变一红,2026-07-20,2026-07-20,1,51,16,决赛周,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-20,https://www.weibotop.cn/topic/Wneouw,,根据历史榜单复原
241,姆巴佩金靴,2026-07-20,2026-07-20,1,113,3,决赛周,赛况/结果,直接词：金靴,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-20,https://www.weibotop.cn/topic/Wneoqw,,根据历史榜单复原
242,世界杯中场秀,2026-07-20,2026-07-20,1,45,18,决赛周,商业/传播,直接词：世界杯,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-20,https://www.weibotop.cn/topic/Wneohg,,根据历史榜单复原
243,西班牙阿根廷 吓醒我,2026-07-20,2026-07-20,1,40,20,决赛周,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-20,https://www.weibotop.cn/topic/Wneokw,,根据历史榜单复原
244,西班牙夺冠含金量太高了,2026-07-20,2026-07-20,1,74,19,决赛周,赛况/结果,球队+足球语境：西班牙/夺冠,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-20,https://www.weibotop.cn/topic/WneoqA,,根据历史榜单复原
245,西班牙冠军,2026-07-20,2026-07-20,1,91,2,决赛周,赛况/结果,球队+足球语境：西班牙/冠军,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-20,https://www.weibotop.cn/topic/WneorQ,,根据历史榜单复原
246,西班牙两位公主再捧大力神杯,2026-07-20,2026-07-20,1,80,14,决赛周,商业/传播,直接词：大力神杯,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-20,https://www.weibotop.cn/topic/WneoSA,,根据历史榜单复原
247,西班牙领奖时阿根廷全队背过身,2026-07-20,2026-07-20,1,107,6,决赛周,赛事衍生/社会话题,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-20,https://www.weibotop.cn/topic/Wneo8w,,根据历史榜单复原
248,西班牙vs阿根廷,2026-07-20,2026-07-20,1,131,4,决赛周,赛况/结果,人工复核：世界杯赛程/赛场关联,公开日榜复原,B,https://www.weibotop.cn/daily/2026-07-20,https://www.weibotop.cn/topic/WneomQ,,根据历史榜单复原
249,巴西醒醒这是世界杯,,,0,,,小组赛阶段（官方报告）,赛事衍生/社会话题,微博小组赛报告明确：进入热搜榜首,仅官方报告核验,A,,,https://www.cctvsports.com.cn/zx/2026-07-01/202607013554.html,公开代表日榜未检出；不推测具体日期
250,加拿大开幕式翻车,,,0,,,小组赛阶段（官方报告）,商业/传播,微博小组赛报告明确：进入热搜榜首,仅官方报告核验,A,,,https://www.cctvsports.com.cn/zx/2026-07-01/202607013554.html,公开代表日榜未检出；不推测具体日期
251,马宁1分钟2黄,,,0,,,小组赛阶段（官方报告）,裁判/规则,微博小组赛报告明确：登顶热搜第一,仅官方报告核验,A,,,https://www.cctvsports.com.cn/zx/2026-07-01/202607013554.html,公开代表日榜未检出；不推测具体日期
252,姆巴佩左脚世界波,,,0,,,小组赛阶段（官方报告）,赛况/结果,微博小组赛报告明确：登顶热搜第一,仅官方报告核验,A,,,https://www.cctvsports.com.cn/zx/2026-07-01/202607013554.html,公开代表日榜未检出；不推测具体日期
